sample_id,citation,doi,table_or_figure,extraction_route,region,site,site_lat,site_long,ceramic_type,period,date_range_from,date_range_to,d13C_16_0,d13C_18_0,delta_13C,d2H_16_0,author_assignment,extraction_method,derivatisation,instrument,lab,value_from,extraction_confidence,flags
AB30,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Abingdon,,,Plain bowl,Early Neolithic,,,-28.5,-20.7,7.8,,mixed,,,GC-C-IRMS,,table,low,d18_out_of_C3_range|delta_out_of_range|low_confidence_extraction|value_verbatim_physically_implausible
AB39,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Abingdon,,,Plain bowl,Early Neolithic,,,-27.8,-30.2,-2.4,,mixed,,,GC-C-IRMS,,table,high,
AB41,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Abingdon,,,Plain bowl,Early Neolithic,,,-27.9,-29.2,-1.3,,mixed,,,GC-C-IRMS,,table,high,
AB43,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Abingdon,,,Plain bowl,Early Neolithic,,,-27.6,-30.2,-2.6,,mixed,,,GC-C-IRMS,,table,high,
AB44,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Abingdon,,,Plain bowl,Early Neolithic,,,-27.9,-30.4,-2.5,,mixed,,,GC-C-IRMS,,table,high,
AB46,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Abingdon,,,Plain bowl,Early Neolithic,,,-27.6,-30.1,-2.5,,mixed,,,GC-C-IRMS,,table,high,
AB48,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Abingdon,,,Decorated bowl,Early Neolithic,,,-27.6,-32.6,-5.0,,ruminant dairy,,,GC-C-IRMS,,table,high,
AB49,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Abingdon,,,Plain bowl,Early Neolithic,,,-26.8,-30.6,-3.8,,mixed,,,GC-C-IRMS,,table,high,
AB50,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Abingdon,,,Plain bowl,Early Neolithic,,,-26.6,-26.5,0.1,,non-ruminant/porcine,,,GC-C-IRMS,,table,high,
AB52,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Abingdon,,,Plain bowl,Early Neolithic,,,-26.6,-26.6,0.0,,non-ruminant/porcine,,,GC-C-IRMS,,table,high,
AB54,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Abingdon,,,Decorated bowl,Early Neolithic,,,-27.7,-33.4,-5.7,,ruminant dairy,,,GC-C-IRMS,,table,high,
AB56,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Abingdon,,,Plain bowl,Early Neolithic,,,-26.7,-28.6,-1.9,,mixed,,,GC-C-IRMS,,table,high,
AB58,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Abingdon,,,Plain bowl,Early Neolithic,,,-27.1,-31.7,-4.6,,ruminant dairy,,,GC-C-IRMS,,table,high,
AB59,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Abingdon,,,Plain bowl,Early Neolithic,,,-27.6,-32.2,-4.6,,ruminant dairy,,,GC-C-IRMS,,table,high,
AB60,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Abingdon,,,Plain bowl,Early Neolithic,,,-24.7,-25.6,-0.9,,non-ruminant/porcine,,,GC-C-IRMS,,table,high,
RB1,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Runnymede Bridge,,,unknown,Early Neolithic,,,-27.2,-30.1,-2.9,,mixed,,,GC-C-IRMS,,table,high,
RB2,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Runnymede Bridge,,,unknown,Early Neolithic,,,-28.5,-30.7,-2.2,,ruminant adipose,,,GC-C-IRMS,,table,high,
RB3,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Runnymede Bridge,,,unknown,Early Neolithic,,,-27.5,-32.3,-4.8,,ruminant dairy,,,GC-C-IRMS,,table,high,
RB4,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Runnymede Bridge,,,unknown,Early Neolithic,,,-24.9,-24.1,0.8,,non-ruminant/porcine,,,GC-C-IRMS,,table,high,
RB5,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Runnymede Bridge,,,unknown,Early Neolithic,,,-26.3,-28.2,-1.9,,mixed,,,GC-C-IRMS,,table,high,
RB6,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Runnymede Bridge,,,unknown,Early Neolithic,,,-28.1,-29.8,-1.7,,mixed,,,GC-C-IRMS,,table,medium,
RB7,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Runnymede Bridge,,,unknown,Neolithic (unspec),,,-26.7,-29.3,-2.6,,mixed,,,GC-C-IRMS,,table,medium,
RB9,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Runnymede Bridge,,,unknown,Neolithic (unspec),,,-27.1,-31.3,-4.2,,ruminant dairy,,,GC-C-IRMS,,table,medium,
RB11,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Runnymede Bridge,,,unknown,Neolithic (unspec),,,-27.2,-27.1,0.1,,mixed,,,GC-C-IRMS,,table,medium,
RB13,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Runnymede Bridge,,,unknown,Neolithic (unspec),,,-27.8,-31.7,-3.9,,ruminant dairy,,,GC-C-IRMS,,table,medium,
RB14,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Runnymede Bridge,,,unknown,Neolithic (unspec),,,-28.0,-31.1,-3.1,,mixed,,,GC-C-IRMS,,table,medium,
RB16,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Runnymede Bridge,,,unknown,Neolithic (unspec),,,-26.0,-25.7,0.3,,non-ruminant/porcine,,,GC-C-IRMS,,table,medium,
RB25,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Runnymede Bridge,,,unknown,Neolithic (unspec),,,-25.8,-30.5,-4.7,,mixed,,,GC-C-IRMS,,table,medium,
RB27,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Runnymede Bridge,,,unknown,Neolithic (unspec),,,-27.2,-32.9,-5.7,,ruminant dairy,,,GC-C-IRMS,,table,medium,
RB29,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Runnymede Bridge,,,unknown,Neolithic (unspec),,,-26.6,-28.7,-2.1,,mixed,,,GC-C-IRMS,,table,medium,
RB30,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Runnymede Bridge,,,unknown,Neolithic (unspec),,,-27.2,-29.7,-2.5,,mixed,,,GC-C-IRMS,,table,medium,
RB33,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Runnymede Bridge,,,unknown,Neolithic (unspec),,,-27.6,-31.0,-3.4,,ruminant dairy,,,GC-C-IRMS,,table,medium,
RB34,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Runnymede Bridge,,,unknown,Neolithic (unspec),,,-28.8,-32.9,-4.1,,ruminant dairy,,,GC-C-IRMS,,table,medium,
RB36,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Runnymede Bridge,,,unknown,Neolithic (unspec),,,-27.7,-31.4,-3.7,,ruminant dairy,,,GC-C-IRMS,,table,medium,
RB37,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Runnymede Bridge,,,unknown,Neolithic (unspec),,,-28.1,-27.6,0.5,,mixed,,,GC-C-IRMS,,table,medium,
RB39,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Runnymede Bridge,,,unknown,Neolithic (unspec),,,-29.9,-33.8,-3.9,,ruminant dairy,,,GC-C-IRMS,,table,medium,
RB40,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Runnymede Bridge,,,unknown,Neolithic (unspec),,,-28.7,-33.2,-4.5,,ruminant dairy,,,GC-C-IRMS,,table,medium,
RB41,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Runnymede Bridge,,,unknown,Neolithic (unspec),,,-26.8,-31.2,-4.4,,ruminant dairy,,,GC-C-IRMS,,table,medium,
RB42,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Runnymede Bridge,,,unknown,Neolithic (unspec),,,-27.2,-32.7,-5.5,,ruminant dairy,,,GC-C-IRMS,,table,medium,
RB43,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Runnymede Bridge,,,unknown,Neolithic (unspec),,,-27.5,-32.0,-4.5,,ruminant dairy,,,GC-C-IRMS,,table,medium,
RB44,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Runnymede Bridge,,,unknown,Neolithic (unspec),,,-27.3,-31.5,-4.2,,ruminant dairy,,,GC-C-IRMS,,table,medium,
RB45,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Runnymede Bridge,,,unknown,Neolithic (unspec),,,-27.0,-32.2,-5.2,,ruminant dairy,,,GC-C-IRMS,,table,medium,
RB46,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Runnymede Bridge,,,unknown,Neolithic (unspec),,,-26.7,-26.9,-0.2,,mixed,,,GC-C-IRMS,,table,medium,
RB48,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Runnymede Bridge,,,unknown,Neolithic (unspec),,,-27.5,-28.8,-1.3,,mixed,,,GC-C-IRMS,,table,medium,
RB49,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Runnymede Bridge,,,unknown,Neolithic (unspec),,,-28.7,-30.7,-2.0,,ruminant adipose,,,GC-C-IRMS,,table,medium,
RB50,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Runnymede Bridge,,,unknown,Neolithic (unspec),,,-26.3,-27.4,-1.1,,mixed,,,GC-C-IRMS,,table,medium,
RB51,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Runnymede Bridge,,,unknown,Neolithic (unspec),,,-28.2,-30.8,-2.6,,ruminant adipose,,,GC-C-IRMS,,table,medium,
RB54,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Runnymede Bridge,,,unknown,Neolithic (unspec),,,-26.3,-30.3,-4.0,,mixed,,,GC-C-IRMS,,table,medium,
RB55,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Runnymede Bridge,,,unknown,Neolithic (unspec),,,-27.2,-31.0,-3.8,,ruminant dairy,,,GC-C-IRMS,,table,medium,
RB56,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Runnymede Bridge,,,unknown,Neolithic (unspec),,,-27.8,-31.8,-4.0,,ruminant dairy,,,GC-C-IRMS,,table,medium,
RB57,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Runnymede Bridge,,,unknown,Neolithic (unspec),,,-27.2,-31.6,-4.4,,ruminant dairy,,,GC-C-IRMS,,table,medium,
G2,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Yarnton FP,,,Grooved Ware,Late Neolithic,,,-27.6,-29.2,-1.6,,mixed,,,GC-C-IRMS,,table,high,
G3,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Yarnton FP,,,Grooved Ware,Late Neolithic,,,-27.3,-32.6,-5.3,,ruminant dairy,,,GC-C-IRMS,,table,high,
G5,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Yarnton FP,,,Grooved Ware,Late Neolithic,,,-27.6,-30.0,-2.4,,mixed,,,GC-C-IRMS,,table,high,
G7,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Yarnton FP,,,Grooved Ware,Late Neolithic,,,-24.9,-23.5,1.4,,non-ruminant/porcine,,,GC-C-IRMS,,table,high,
G10,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Yarnton FP,,,Grooved Ware,Late Neolithic,,,-27.0,-28.9,-1.9,,mixed,,,GC-C-IRMS,,table,high,
G17,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Yarnton FP,,,Grooved Ware,Late Neolithic,,,-28.4,-32.6,-4.2,,ruminant dairy,,,GC-C-IRMS,,table,high,
G18,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Yarnton FP,,,Grooved Ware,Late Neolithic,,,-28.3,-33.7,-5.4,,ruminant dairy,,,GC-C-IRMS,,table,high,
G19,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Yarnton FP,,,Grooved Ware,Late Neolithic,,,-25.3,-28.6,-3.3,,mixed,,,GC-C-IRMS,,table,high,
G22,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Yarnton FP,,,Grooved Ware,Late Neolithic,,,-28.6,-33.7,-5.1,,ruminant dairy,,,GC-C-IRMS,,table,high,
G23,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Yarnton FP,,,Grooved Ware,Late Neolithic,,,-28.0,-32.3,-4.3,,ruminant dairy,,,GC-C-IRMS,,table,high,
G24,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Yarnton FP,,,Grooved Ware,Late Neolithic,,,-28.7,-30.5,-1.8,,ruminant adipose,,,GC-C-IRMS,,table,high,
G30,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Yarnton FP,,,Grooved Ware,Late Neolithic,,,-30.1,-32.7,-2.6,,ruminant adipose,,,GC-C-IRMS,,table,high,
G32,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Yarnton FP,,,Grooved Ware,Late Neolithic,,,-27.2,-32.3,-5.1,,ruminant dairy,,,GC-C-IRMS,,table,high,
G33,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Yarnton FP,,,Grooved Ware,Late Neolithic,,,-28.7,-31.6,-2.9,,ruminant adipose,,,GC-C-IRMS,,table,high,
G34,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Yarnton FP,,,Grooved Ware,Late Neolithic,,,-27.0,-30.2,-3.2,,mixed,,,GC-C-IRMS,,table,high,
G35,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Yarnton FP,,,Grooved Ware,Late Neolithic,,,-27.4,-31.8,-4.4,,ruminant dairy,,,GC-C-IRMS,,table,high,
P1,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Yarnton FP,,,Peterborough Ware,Middle Neolithic,,,-26.0,-33.3,-7.3,,ruminant dairy,,,GC-C-IRMS,,table,high,delta_out_of_range
P8,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Yarnton FP,,,Peterborough Ware,Middle Neolithic,,,-28.5,-31.4,-2.9,,ruminant adipose,,,GC-C-IRMS,,table,high,
P9,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Yarnton FP,,,Peterborough Ware,Middle Neolithic,,,-28.0,-27.8,0.2,,mixed,,,GC-C-IRMS,,table,high,
P14,Copley et al. 2005 (III),10.1016/j.jas.2004.08.006,Appendix 1,tierB_llm,Britain,Yarnton FP,,,Peterborough Ware,Middle Neolithic,,,-26.4,-27.5,-1.1,,mixed,,,GC-C-IRMS,,table,high,
